order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
5895,2023-08-16T05:20:02Z,2023-08-16,2286,2801,Retail,Afterpay,COUPON012,11.54,USD
5896,2024-04-27T09:02:58Z,2024-04-27,81486,5366,Franchise,PayPal,COUPON011,29.69,USD
5897,2023-07-21T19:23:38Z,2023-07-21,19503,4218,Online,PayPal,COUPON029,25.63,AUD
5898,2023-08-16T19:50:42Z,2023-08-16,51945,1272,Franchise,Gift Card,COUPON030,24.88,AUD
5899,2023-08-07T14:39:56Z,2023-08-07,27236,1533,Online,Gift Card,COUPON009,29.95,EUR
5900,2024-05-10T03:47:40Z,2024-05-10,46704,2760,Online,Gift Card,COUPON038,15.44,EUR
5901,2023-07-17T14:00:16Z,2023-07-17,17092,3443,Franchise,Credit Card,COUPON030,19.83,EUR
5902,2023-06-05T19:32:37Z,2023-06-05,77463,2680,Retail,PayPal,COUPON044,25.04,USD
5903,2024-08-17T18:08:04Z,2024-08-17,75554,4491,Franchise,Cash,COUPON023,32.14,EUR
5904,2023-09-11T06:50:44Z,2023-09-11,36900,1848,Retail,PayPal,COUPON035,7.97,EUR
5905,2023-07-22T14:31:03Z,2023-07-22,61013,603,Retail,Gift Card,COUPON021,44.22,AUD
5906,2023-09-23T12:49:42Z,2023-09-23,67513,347,Franchise,PayPal,,48.09,USD
5907,2023-09-07T09:04:08Z,2023-09-07,29081,1879,Franchise,Afterpay,COUPON034,30.60,AUD
5908,2024-05-03T23:43:58Z,2024-05-03,5257,3850,Online,Gift Card,COUPON024,1.69,USD
5909,2023-04-25T07:06:24Z,2023-04-25,25467,762,Franchise,Afterpay,COUPON042,44.93,USD
5910,2023-10-14T09:15:57Z,2023-10-14,78211,3627,Franchise,Gift Card,COUPON032,26.85,USD
5911,2023-08-19T10:01:12Z,2023-08-19,6763,3153,Online,Credit Card,COUPON013,37.99,USD
5912,2023-05-06T19:49:48Z,2023-05-06,53378,4872,Retail,PayPal,COUPON033,26.35,EUR
5913,2024-03-13T02:14:42Z,2024-03-13,54340,651,Franchise,PayPal,COUPON044,11.31,USD
5914,2023-09-15T18:57:06Z,2023-09-15,42596,4449,Retail,Cash,COUPON024,16.70,EUR
5915,2024-03-11T11:19:38Z,2024-03-11,55124,2574,Franchise,Credit Card,COUPON028,30.50,USD
5916,2024-09-15T04:59:40Z,2024-09-15,40753,668,Retail,Afterpay,COUPON041,40.01,AUD
5917,2024-05-12T04:27:04Z,2024-05-12,38711,4782,Franchise,Credit Card,COUPON025,17.43,AUD
5918,2024-01-05T09:05:14Z,2024-01-05,70708,1987,Online,Afterpay,COUPON015,7.54,AUD
5919,2023-01-18T00:31:10Z,2023-01-18,79265,3891,Retail,Credit Card,COUPON030,10.97,USD
5920,2024-03-17T05:06:17Z,2024-03-17,61693,1016,Franchise,Cash,COUPON023,27.70,AUD
5921,2024-05-17T20:51:25Z,2024-05-17,4744,4352,Online,PayPal,COUPON040,25.81,AUD
5922,2023-05-03T07:10:43Z,2023-05-03,29157,1753,Retail,Gift Card,COUPON015,43.73,AUD
5923,2023-12-07T23:31:41Z,2023-12-07,69673,3632,Online,Gift Card,COUPON018,27.66,USD
5924,2023-10-22T11:17:24Z,2023-10-22,2849,1302,Franchise,Afterpay,COUPON046,19.89,EUR
5925,2023-08-03T16:54:20Z,2023-08-03,69249,3381,Retail,Cash,COUPON007,40.64,AUD
5926,2023-10-28T14:18:38Z,2023-10-28,20177,4349,Retail,Cash,COUPON012,11.78,USD
5927,2023-08-20T13:52:37Z,2023-08-20,19790,2244,Online,Gift Card,COUPON023,36.36,AUD
5928,2024-07-08T07:49:19Z,2024-07-08,7580,2292,Franchise,PayPal,COUPON045,15.96,AUD
5929,2024-08-04T18:07:28Z,2024-08-04,63719,685,Online,Afterpay,COUPON031,8.23,EUR
5930,2023-10-24T22:06:50Z,2023-10-24,47466,3244,Online,PayPal,COUPON025,47.30,EUR
5931,2024-02-16T10:15:32Z,2024-02-16,37934,25,Franchise,Afterpay,COUPON012,36.18,EUR
5932,2023-11-01T12:10:02Z,2023-11-01,18371,4577,Franchise,Gift Card,COUPON047,9.38,AUD
5933,2024-08-06T11:13:23Z,2024-08-06,64437,3893,Retail,PayPal,COUPON013,8.13,EUR
5934,2023-07-18T13:57:05Z,2023-07-18,58456,2483,Retail,Gift Card,COUPON035,42.96,USD
5935,2023-02-16T21:32:55Z,2023-02-16,33694,696,Franchise,Credit Card,COUPON014,26.76,EUR
5936,2023-01-16T14:31:56Z,2023-01-16,31026,10,Franchise,Cash,COUPON013,11.09,USD
5937,2023-10-07T00:38:46Z,2023-10-07,3341,3474,Retail,Credit Card,COUPON033,21.98,EUR
5938,2024-03-30T21:39:57Z,2024-03-30,39882,3518,Online,Cash,COUPON019,28.20,EUR
5939,2023-04-10T21:39:29Z,2023-04-10,10746,2386,Franchise,Cash,COUPON022,22.95,AUD
5940,2024-06-16T06:25:56Z,2024-06-16,13912,4962,Franchise,PayPal,COUPON016,19.32,EUR
5941,2023-05-12T14:23:48Z,2023-05-12,59753,2840,Franchise,Afterpay,COUPON011,45.80,AUD
5942,2023-08-25T04:32:40Z,2023-08-25,41637,4524,Online,Gift Card,COUPON045,36.08,AUD
5943,2023-09-04T01:48:45Z,2023-09-04,22753,4572,Online,Afterpay,COUPON048,5.95,USD
5944,2024-03-26T14:23:40Z,2024-03-26,37667,1488,Retail,PayPal,COUPON036,10.86,AUD
5945,2024-04-14T18:09:57Z,2024-04-14,63511,57,Franchise,Gift Card,COUPON015,33.58,AUD
5946,2023-09-29T08:48:46Z,2023-09-29,31291,527,Franchise,Cash,COUPON019,26.72,EUR
5947,2024-04-19T03:32:24Z,2024-04-19,29763,4373,Franchise,PayPal,COUPON002,17.77,AUD
5948,2023-03-07T11:32:19Z,2023-03-07,78475,4341,Retail,Afterpay,COUPON032,20.68,AUD
5949,2024-08-22T07:37:47Z,2024-08-22,76234,1927,Retail,Afterpay,COUPON028,47.00,AUD
5950,2024-02-09T19:07:23Z,2024-02-09,58782,1911,Franchise,Credit Card,COUPON050,12.09,USD
5951,2023-08-11T12:51:12Z,2023-08-11,55328,1000,Online,Gift Card,COUPON031,11.27,USD
5952,2024-01-25T06:00:12Z,2024-01-25,16684,3229,Franchise,Credit Card,COUPON039,21.45,AUD
5953,2023-07-31T13:02:25Z,2023-07-31,44473,1878,Retail,Afterpay,COUPON044,42.41,USD
5954,2024-04-19T03:12:11Z,2024-04-19,45423,4778,Retail,Cash,COUPON041,6.38,AUD
5955,2023-02-01T02:06:22Z,2023-02-01,2001,3781,Franchise,Cash,,28.83,USD
5956,2023-04-18T06:24:12Z,2023-04-18,29951,1943,Retail,PayPal,COUPON003,33.52,EUR
5957,2024-08-09T13:26:29Z,2024-08-09,46037,3667,Online,Afterpay,COUPON011,35.92,USD
5958,2023-09-03T10:57:08Z,2023-09-03,6200,2580,Retail,Cash,COUPON046,0.88,USD
5959,2023-11-16T21:21:53Z,2023-11-16,73516,491,Retail,Gift Card,COUPON019,12.67,USD
5960,2023-11-06T14:29:11Z,2023-11-06,45085,1464,Retail,Cash,COUPON025,5.20,EUR
5961,2023-03-01T14:17:39Z,2023-03-01,55565,421,Franchise,PayPal,COUPON042,30.39,AUD
5962,2024-03-03T07:00:25Z,2024-03-03,37648,988,Retail,PayPal,COUPON029,15.29,EUR
5963,2023-02-05T13:49:00Z,2023-02-05,11349,4427,Franchise,Cash,COUPON031,37.65,EUR
5964,2024-04-14T13:09:53Z,2024-04-14,16656,1879,Franchise,Gift Card,COUPON041,48.02,USD
5965,2024-01-21T07:26:44Z,2024-01-21,32337,2583,Franchise,Cash,COUPON047,16.19,AUD
5966,2024-01-13T09:26:46Z,2024-01-13,76564,819,Online,Afterpay,COUPON050,28.94,EUR
5967,2024-01-17T09:01:43Z,2024-01-17,50158,1650,Franchise,Gift Card,COUPON024,24.87,AUD
5968,2023-11-20T17:28:29Z,2023-11-20,77998,319,Online,Afterpay,COUPON020,16.84,AUD
5969,2024-01-22T04:22:15Z,2024-01-22,36699,4700,Retail,Credit Card,COUPON037,19.78,EUR
5970,2023-05-29T14:45:15Z,2023-05-29,41732,2248,Retail,Gift Card,COUPON016,48.98,EUR
5971,2024-07-02T15:32:31Z,2024-07-02,47558,178,Franchise,PayPal,COUPON022,16.18,EUR
5972,2023-05-02T09:37:26Z,2023-05-02,13263,1075,Retail,Credit Card,COUPON029,21.74,AUD
5973,2024-01-16T00:01:50Z,2024-01-16,4020,3715,Retail,Cash,COUPON001,42.16,AUD
5974,2024-01-18T18:23:20Z,2024-01-18,11583,4435,Retail,Gift Card,COUPON040,43.15,EUR
5975,2023-11-11T02:20:29Z,2023-11-11,39707,4549,Online,PayPal,COUPON001,38.05,AUD
5976,2024-07-16T04:07:48Z,2024-07-16,56910,3400,Franchise,Afterpay,COUPON022,24.91,EUR
5977,2023-04-13T04:22:38Z,2023-04-13,17744,19,Franchise,Afterpay,COUPON050,32.95,AUD
5978,2023-03-23T18:20:08Z,2023-03-23,13813,3882,Online,Afterpay,COUPON037,6.29,USD
5979,2023-10-14T22:32:11Z,2023-10-14,74061,2311,Retail,PayPal,COUPON035,34.16,EUR
5980,2023-05-28T18:55:51Z,2023-05-28,75968,3460,Franchise,Afterpay,COUPON009,2.09,EUR
5981,2024-05-26T19:51:53Z,2024-05-26,65366,3319,Online,Cash,COUPON050,41.17,USD
5982,2023-01-22T14:27:24Z,2023-01-22,47057,2351,Retail,PayPal,COUPON029,38.26,EUR
5983,2023-09-05T03:56:19Z,2023-09-05,66724,2163,Franchise,PayPal,COUPON035,30.64,EUR
5984,2023-08-19T01:58:34Z,2023-08-19,77763,1235,Retail,PayPal,COUPON009,9.03,USD
5985,2023-06-05T13:17:41Z,2023-06-05,61284,4302,Franchise,Gift Card,COUPON047,20.70,USD
5986,2024-06-23T09:02:50Z,2024-06-23,56438,1752,Online,PayPal,COUPON002,41.19,USD
5987,2023-05-18T17:52:04Z,2023-05-18,42048,1328,Online,Afterpay,COUPON043,13.51,EUR
5988,2024-07-09T08:06:41Z,2024-07-09,39123,2288,Retail,Afterpay,COUPON018,49.04,AUD
5989,2023-11-08T20:08:15Z,2023-11-08,2564,2427,Retail,PayPal,COUPON029,36.11,AUD
5990,2023-03-26T19:56:37Z,2023-03-26,50939,4401,Online,Cash,COUPON008,27.38,USD
5991,2023-08-12T16:50:05Z,2023-08-12,26528,3918,Franchise,Credit Card,COUPON011,6.15,AUD
5992,2024-08-23T18:41:30Z,2024-08-23,25558,4447,Online,Credit Card,COUPON023,15.41,USD
5993,2024-05-12T18:00:17Z,2024-05-12,52318,3609,Franchise,Cash,COUPON020,13.29,USD
5994,2024-05-26T20:03:44Z,2024-05-26,1094,199,Retail,Afterpay,COUPON034,41.13,EUR
5995,2024-09-29T16:52:35Z,2024-09-29,58995,554,Franchise,Afterpay,COUPON019,5.55,USD
5996,2024-03-15T04:23:05Z,2024-03-15,2017,3269,Franchise,PayPal,COUPON006,35.03,EUR
5997,2024-07-30T10:24:13Z,2024-07-30,23536,83,Franchise,Gift Card,COUPON037,47.33,USD
5998,2024-01-15T23:33:13Z,2024-01-15,72611,1677,Retail,Cash,COUPON012,42.49,EUR
5999,2023-12-16T14:07:04Z,2023-12-16,29511,4433,Online,Afterpay,COUPON002,37.14,EUR
6000,2023-07-21T03:19:37Z,2023-07-21,22886,981,Online,Cash,COUPON024,29.74,USD
6001,2023-07-27T12:11:23Z,2023-07-27,43143,4969,Retail,PayPal,COUPON025,17.13,EUR
6002,2024-07-17T20:19:02Z,2024-07-17,49043,2620,Online,Afterpay,COUPON045,26.20,AUD
6003,2024-01-27T06:43:23Z,2024-01-27,61686,246,Retail,Afterpay,COUPON004,30.96,USD
6004,2024-03-26T18:45:43Z,2024-03-26,7443,568,Franchise,Cash,COUPON030,4.55,USD
6005,2024-03-31T08:38:59Z,2024-03-31,36584,1922,Franchise,Afterpay,COUPON024,44.70,EUR
6006,2024-02-25T07:49:14Z,2024-02-25,45038,4507,Online,Cash,COUPON030,32.83,EUR
6007,2023-12-05T03:05:20Z,2023-12-05,31855,3525,Franchise,Gift Card,COUPON038,47.74,AUD
6008,2024-03-18T03:01:41Z,2024-03-18,57454,3424,Franchise,Cash,COUPON002,21.18,USD
6009,2024-01-17T19:40:59Z,2024-01-17,21991,4286,Retail,Afterpay,COUPON034,5.15,EUR
6010,2023-05-02T01:43:37Z,2023-05-02,25002,789,Online,PayPal,COUPON020,28.74,USD
6011,2024-07-18T22:27:54Z,2024-07-18,35312,3455,Retail,Gift Card,COUPON032,43.50,USD
6012,2024-07-27T17:39:27Z,2024-07-27,34812,2300,Online,Credit Card,COUPON034,5.49,USD
6013,2023-05-06T19:09:42Z,2023-05-06,77432,2095,Online,Gift Card,COUPON022,35.43,EUR
6014,2023-04-27T04:07:31Z,2023-04-27,56503,2818,Retail,Afterpay,COUPON024,16.59,EUR
6015,2023-02-08T16:28:01Z,2023-02-08,5047,492,Franchise,Afterpay,COUPON028,0.73,AUD
6016,2024-05-30T17:45:22Z,2024-05-30,30188,4295,Franchise,Gift Card,COUPON029,31.72,EUR
6017,2023-11-11T00:43:58Z,2023-11-11,22641,30,Online,Cash,,40.35,EUR
6018,2023-01-25T05:22:54Z,2023-01-25,65051,4054,Retail,Gift Card,COUPON024,12.03,AUD
6019,2023-04-05T14:39:20Z,2023-04-05,46541,2803,Retail,Afterpay,COUPON046,8.92,AUD
6020,2023-10-30T05:09:00Z,2023-10-30,20408,2626,Franchise,Credit Card,COUPON026,15.50,USD
6021,2023-10-09T20:25:46Z,2023-10-09,8358,3789,Franchise,PayPal,COUPON041,9.77,USD
6022,2023-11-05T23:26:58Z,2023-11-05,28753,2164,Online,Credit Card,COUPON010,16.07,AUD
6023,2023-07-04T06:16:04Z,2023-07-04,38991,4441,Retail,Cash,COUPON050,31.75,AUD
6024,2023-03-02T21:40:31Z,2023-03-02,47796,1575,Online,Gift Card,COUPON004,36.56,AUD
6025,2023-10-27T04:15:12Z,2023-10-27,33589,4654,Online,PayPal,COUPON011,49.45,AUD
6026,2023-08-12T14:30:57Z,2023-08-12,63594,4959,Retail,PayPal,COUPON044,6.29,AUD
6027,2024-02-24T06:57:22Z,2024-02-24,66282,4790,Online,Credit Card,COUPON045,25.81,USD
6028,2023-12-01T16:51:23Z,2023-12-01,1202,4484,Franchise,Gift Card,COUPON012,5.24,AUD
6029,2023-04-06T05:05:35Z,2023-04-06,62026,1682,Franchise,Gift Card,COUPON006,19.87,AUD
6030,2024-02-25T08:47:57Z,2024-02-25,75226,172,Online,Afterpay,COUPON029,19.81,USD
6031,2024-07-30T18:40:28Z,2024-07-30,53501,3421,Franchise,Gift Card,COUPON006,25.15,AUD
6032,2024-01-22T13:34:26Z,2024-01-22,34963,4379,Online,Cash,COUPON012,26.56,EUR
6033,2023-07-30T03:05:50Z,2023-07-30,69644,2076,Retail,Cash,COUPON003,47.03,USD
6034,2024-03-06T10:23:43Z,2024-03-06,20634,1560,Online,Cash,COUPON037,2.33,USD
6035,2023-01-31T01:42:06Z,2023-01-31,71916,1188,Retail,Gift Card,COUPON049,15.37,EUR
6036,2023-03-26T23:44:51Z,2023-03-26,7093,2533,Online,Cash,COUPON042,8.41,USD
6037,2023-04-27T03:02:11Z,2023-04-27,60159,3970,Franchise,Gift Card,COUPON031,42.84,EUR
6038,2023-10-04T07:33:47Z,2023-10-04,5705,478,Retail,Afterpay,COUPON012,40.76,EUR
6039,2023-06-10T09:03:42Z,2023-06-10,23865,3636,Franchise,Gift Card,COUPON020,13.92,USD
6040,2023-12-31T08:41:57Z,2023-12-31,31913,4883,Retail,PayPal,COUPON020,15.67,AUD
6041,2024-05-02T23:21:22Z,2024-05-02,33295,2918,Franchise,Gift Card,COUPON050,44.64,AUD
6042,2023-07-17T05:37:11Z,2023-07-17,2743,1302,Franchise,Cash,COUPON038,32.18,EUR
6043,2024-05-06T02:54:08Z,2024-05-06,80312,5286,Franchise,Afterpay,COUPON040,30.97,USD
6044,2024-04-14T06:15:59Z,2024-04-14,72615,2838,Retail,Credit Card,COUPON024,3.93,EUR
6045,2023-02-13T20:30:52Z,2023-02-13,21001,521,Online,PayPal,COUPON015,44.77,USD
6046,2024-09-30T10:50:44Z,2024-09-30,18766,4088,Retail,Credit Card,COUPON024,20.48,AUD
6047,2024-02-09T23:57:23Z,2024-02-09,27281,2918,Retail,Cash,COUPON019,18.18,USD
6048,2023-07-21T04:33:24Z,2023-07-21,65501,1544,Online,Afterpay,COUPON030,2.33,USD
6049,2023-07-27T09:11:10Z,2023-07-27,16253,3819,Retail,Gift Card,COUPON003,43.30,USD
6050,2023-06-06T00:14:18Z,2023-06-06,71973,4470,Online,Afterpay,COUPON049,13.00,USD
6051,2023-05-25T03:48:53Z,2023-05-25,38462,1533,Franchise,Credit Card,COUPON024,12.38,EUR
6052,2023-12-26T09:40:36Z,2023-12-26,39001,587,Retail,Cash,COUPON045,15.39,EUR
6053,2024-04-14T09:46:32Z,2024-04-14,71123,290,Online,Cash,COUPON003,35.10,USD
6054,2023-06-10T18:10:37Z,2023-06-10,86175,5803,Online,Cash,COUPON019,35.37,USD
6055,2024-02-27T11:09:48Z,2024-02-27,66559,1706,Franchise,Afterpay,COUPON045,1.24,AUD
6056,2024-07-12T22:40:21Z,2024-07-12,41966,677,Retail,PayPal,COUPON011,42.96,USD
6057,2023-06-29T13:31:10Z,2023-06-29,53814,3891,Retail,PayPal,COUPON023,42.62,USD
6058,2023-05-23T13:28:24Z,2023-05-23,54548,1157,Franchise,Cash,COUPON008,0.17,AUD
6059,2023-07-10T08:01:12Z,2023-07-10,36581,3135,Online,Afterpay,COUPON042,42.40,EUR
6060,2024-04-01T16:24:36Z,2024-04-01,26196,2139,Franchise,Credit Card,COUPON008,23.79,AUD
6061,2023-05-03T07:17:05Z,2023-05-03,33730,3914,Franchise,Afterpay,COUPON050,26.80,EUR
6062,2024-05-06T18:52:45Z,2024-05-06,15894,2212,Retail,Afterpay,COUPON035,13.07,USD
6063,2024-06-13T18:45:22Z,2024-06-13,67213,4957,Retail,Cash,COUPON008,5.02,USD
6064,2024-03-08T09:37:50Z,2024-03-08,12831,2210,Online,Afterpay,COUPON045,39.92,AUD
6065,2023-04-05T04:53:03Z,2023-04-05,52999,4295,Franchise,Credit Card,COUPON016,16.61,EUR
6066,2023-07-30T07:46:59Z,2023-07-30,7772,3928,Online,Afterpay,COUPON014,16.08,USD
6067,2024-02-02T21:28:22Z,2024-02-02,59092,868,Franchise,Cash,COUPON021,1.02,AUD
6068,2023-04-03T14:32:41Z,2023-04-03,4876,3996,Retail,Afterpay,COUPON012,36.68,USD
6069,2024-05-07T00:56:39Z,2024-05-07,28303,2367,Franchise,Afterpay,COUPON008,46.54,USD
6070,2023-08-26T13:15:26Z,2023-08-26,70213,1476,Retail,Cash,COUPON042,47.93,AUD
6071,2023-03-08T18:52:00Z,2023-03-08,77734,1700,Online,Afterpay,COUPON028,16.20,USD
6072,2024-09-27T11:39:43Z,2024-09-27,14912,1069,Retail,Credit Card,COUPON043,25.29,EUR
6073,2023-11-20T02:55:27Z,2023-11-20,39600,585,Franchise,Afterpay,COUPON046,18.45,EUR
6074,2023-12-05T18:11:35Z,2023-12-05,72077,2767,Online,Afterpay,COUPON039,22.32,AUD
6075,2023-02-23T12:03:41Z,2023-02-23,66294,4845,Online,Cash,,26.59,USD
6076,2023-06-28T19:44:49Z,2023-06-28,65609,3025,Online,PayPal,COUPON012,43.90,USD
6077,2024-02-24T00:12:43Z,2024-02-24,23387,1853,Online,Afterpay,COUPON005,30.36,USD
6078,2024-06-19T21:40:10Z,2024-06-19,10508,4460,Online,Cash,COUPON017,38.60,EUR
6079,2024-02-02T16:38:40Z,2024-02-02,44961,4226,Franchise,Gift Card,COUPON011,25.24,AUD
6080,2024-02-07T08:38:47Z,2024-02-07,8641,1078,Retail,Afterpay,COUPON050,3.02,AUD
6081,2023-02-16T15:27:53Z,2023-02-16,4966,1805,Franchise,Afterpay,COUPON007,27.49,USD
6082,2023-09-21T01:31:58Z,2023-09-21,41233,4322,Retail,Gift Card,COUPON035,29.74,EUR
6083,2023-10-28T06:02:26Z,2023-10-28,47047,1838,Online,Cash,COUPON004,28.03,AUD
6084,2023-03-03T22:01:36Z,2023-03-03,7024,4550,Online,Cash,COUPON023,15.70,USD
6085,2023-07-30T12:09:01Z,2023-07-30,6198,2598,Franchise,Gift Card,COUPON039,0.68,AUD
6086,2023-12-07T05:50:43Z,2023-12-07,79758,2737,Retail,Afterpay,COUPON045,22.40,USD
6087,2023-06-08T02:18:03Z,2023-06-08,17021,3392,Retail,Credit Card,COUPON045,7.75,USD
6088,2023-11-11T12:01:42Z,2023-11-11,17263,2651,Retail,Afterpay,COUPON038,49.97,AUD
6089,2023-05-02T22:32:12Z,2023-05-02,74470,1912,Franchise,Gift Card,COUPON037,9.15,EUR
6090,2023-10-12T06:43:49Z,2023-10-12,37440,4096,Online,Cash,COUPON002,19.45,EUR
6091,2024-08-19T18:23:01Z,2024-08-19,37101,2755,Online,Gift Card,COUPON023,40.28,EUR
6092,2023-04-01T09:22:24Z,2023-04-01,68830,1632,Franchise,Credit Card,COUPON025,5.23,AUD
6093,2024-07-13T17:56:42Z,2024-07-13,58566,3517,Franchise,PayPal,COUPON034,41.78,AUD
6094,2024-06-28T14:58:15Z,2024-06-28,48703,4990,Franchise,Cash,COUPON049,3.63,AUD
6095,2023-09-05T23:08:20Z,2023-09-05,51164,525,Online,Credit Card,COUPON028,6.20,EUR
6096,2023-08-14T15:23:51Z,2023-08-14,77039,1307,Online,Credit Card,COUPON008,24.33,AUD
6097,2023-05-23T05:36:44Z,2023-05-23,38586,1536,Retail,Gift Card,COUPON039,44.27,EUR
6098,2024-08-05T10:30:39Z,2024-08-05,39122,4399,Franchise,Cash,COUPON038,40.24,USD
6099,2023-11-05T00:56:11Z,2023-11-05,37452,2025,Franchise,Afterpay,COUPON033,12.68,USD
6100,2023-03-26T13:41:28Z,2023-03-26,20320,623,Franchise,Credit Card,COUPON034,33.89,AUD
6101,2024-02-16T00:27:13Z,2024-02-16,30923,415,Franchise,Gift Card,COUPON038,11.45,EUR
6102,2023-03-15T02:56:38Z,2023-03-15,4792,3237,Franchise,Cash,COUPON017,17.91,AUD
6103,2024-03-02T15:29:52Z,2024-03-02,67055,1413,Online,PayPal,COUPON001,21.52,EUR
6104,2024-02-13T10:59:57Z,2024-02-13,68623,1823,Retail,Gift Card,COUPON030,48.56,EUR
6105,2023-06-16T08:49:27Z,2023-06-16,43972,4156,Franchise,Afterpay,COUPON007,47.86,AUD
6106,2023-09-22T16:37:23Z,2023-09-22,35035,1883,Franchise,Afterpay,COUPON027,1.85,USD
6107,2023-03-03T11:51:36Z,2023-03-03,71996,937,Franchise,PayPal,COUPON005,23.41,USD
6108,2023-09-22T22:42:18Z,2023-09-22,41430,3087,Online,PayPal,COUPON008,9.41,AUD
6109,2024-05-07T09:01:21Z,2024-05-07,2909,3391,Franchise,PayPal,COUPON047,30.41,USD
6110,2023-06-23T12:59:31Z,2023-06-23,59186,1134,Online,Gift Card,COUPON035,29.18,EUR
6111,2023-07-19T05:29:32Z,2023-07-19,17406,461,Franchise,Gift Card,COUPON041,24.03,AUD
6112,2023-08-25T13:58:42Z,2023-08-25,64914,811,Online,Cash,COUPON038,34.21,USD
6113,2024-09-01T06:51:29Z,2024-09-01,3381,1229,Retail,Credit Card,COUPON023,6.53,USD
6114,2023-10-01T06:44:51Z,2023-10-01,78514,1915,Retail,PayPal,COUPON016,9.39,EUR
6115,2024-01-27T20:08:56Z,2024-01-27,21156,1229,Franchise,Gift Card,COUPON020,11.18,USD
6116,2023-09-03T12:35:19Z,2023-09-03,39800,4932,Online,Afterpay,COUPON015,16.52,USD
6117,2023-03-31T03:54:20Z,2023-03-31,76613,4737,Online,Gift Card,COUPON038,29.57,USD
6118,2024-09-29T19:32:49Z,2024-09-29,4745,594,Franchise,Credit Card,COUPON031,23.73,USD
6119,2024-06-02T02:40:34Z,2024-06-02,43240,3055,Online,Afterpay,COUPON023,8.80,USD
6120,2024-01-30T20:02:56Z,2024-01-30,1848,2752,Online,PayPal,COUPON029,19.06,AUD
6121,2023-04-05T07:23:12Z,2023-04-05,61836,4025,Franchise,Credit Card,COUPON044,30.02,USD
6122,2023-10-09T15:12:54Z,2023-10-09,18967,2010,Online,PayPal,COUPON008,13.93,EUR
6123,2024-06-28T03:39:41Z,2024-06-28,46745,490,Franchise,Afterpay,COUPON021,40.43,AUD
6124,2024-02-07T01:48:59Z,2024-02-07,58602,3390,Retail,Credit Card,COUPON025,16.98,EUR
6125,2024-03-07T20:54:37Z,2024-03-07,7282,4577,Online,Gift Card,COUPON007,23.12,USD
6126,2023-01-28T07:08:42Z,2023-01-28,59871,3355,Retail,Afterpay,COUPON014,0.37,EUR
6127,2023-11-16T22:22:28Z,2023-11-16,11844,2954,Retail,Afterpay,COUPON005,45.00,AUD
6128,2023-06-09T15:49:17Z,2023-06-09,77699,1758,Franchise,Credit Card,COUPON009,41.58,USD
6129,2024-09-08T22:32:34Z,2024-09-08,71590,2363,Retail,PayPal,COUPON042,28.40,AUD
6130,2023-06-15T01:16:14Z,2023-06-15,64737,2617,Retail,Credit Card,COUPON032,0.27,AUD
6131,2023-07-24T07:07:05Z,2023-07-24,79596,4071,Retail,Gift Card,,33.87,AUD
6132,2023-04-02T06:27:43Z,2023-04-02,18075,2279,Retail,PayPal,COUPON047,15.63,AUD
6133,2024-03-27T18:08:40Z,2024-03-27,61,369,Retail,Gift Card,COUPON007,32.71,EUR
6134,2024-05-29T00:21:26Z,2024-05-29,53303,4770,Online,Credit Card,COUPON034,22.64,AUD
6135,2023-05-29T16:08:35Z,2023-05-29,3919,1379,Franchise,Gift Card,COUPON048,16.76,USD
6136,2024-06-04T08:56:50Z,2024-06-04,28768,3284,Online,Cash,COUPON037,26.67,AUD
6137,2024-09-16T19:23:41Z,2024-09-16,12551,4327,Franchise,Credit Card,COUPON010,18.18,USD
6138,2023-04-24T20:52:45Z,2023-04-24,70333,1225,Online,Afterpay,COUPON043,31.36,AUD
6139,2023-05-02T07:55:38Z,2023-05-02,78068,4988,Retail,Gift Card,COUPON049,28.67,EUR
6140,2023-05-18T07:39:30Z,2023-05-18,70781,646,Online,Afterpay,COUPON020,16.61,EUR
6141,2023-03-24T10:40:12Z,2023-03-24,75934,2854,Online,Gift Card,COUPON018,7.27,EUR
6142,2024-05-15T23:56:03Z,2024-05-15,46460,4610,Retail,Credit Card,COUPON034,18.19,EUR
6143,2023-09-27T03:22:31Z,2023-09-27,65158,4397,Retail,Credit Card,COUPON044,15.80,EUR
6144,2023-06-04T19:00:56Z,2023-06-04,87209,5122,Online,Afterpay,COUPON002,48.47,USD
6145,2023-01-20T20:03:52Z,2023-01-20,62052,2521,Retail,Gift Card,COUPON049,0.28,EUR
6146,2023-11-13T05:10:38Z,2023-11-13,17304,2293,Franchise,Cash,COUPON049,44.45,AUD
6147,2023-11-24T03:25:02Z,2023-11-24,51149,4888,Online,Gift Card,,20.53,AUD
6148,2024-06-21T12:29:41Z,2024-06-21,36941,4759,Franchise,Gift Card,COUPON024,29.35,EUR
6149,2023-01-02T18:08:00Z,2023-01-02,5726,1693,Retail,Credit Card,COUPON015,2.91,AUD
6150,2023-07-22T14:58:50Z,2023-07-22,46284,4011,Online,Afterpay,COUPON013,21.86,EUR
6151,2023-06-24T01:35:43Z,2023-06-24,73965,1922,Online,Afterpay,COUPON036,21.68,AUD
6152,2024-07-21T20:20:31Z,2024-07-21,49724,188,Franchise,Afterpay,COUPON041,11.38,AUD
6153,2023-11-02T01:41:55Z,2023-11-02,49939,4308,Franchise,Cash,COUPON040,25.97,USD
